Title,Text,Rating,Trip Date
Good experience at country spa,"Location is good, close to the beach, had initial difficulty in accessing as the phones lines were not accessible/updated.Rooms are spacious, interior we'll done. Toilets need frequent renovation to maintain to the standards of country club. Lawns are maintained.Even though electricity is a problem in hoe region, genet availability throughout was a great relief.Did not try out other facilities.",4,May 2014
Worst maintained resort of country club,"We(Me&amp;my wife) went to this country club property on a weekend vacation to Kovalam. We had a terrible experience from check in till check out in this property. We have booked it for 2 night and 3 days but left Kovalm in just one night stay. 1&gt; Beware, here check in start at 2PM and check out at 12Noon. We rechd here around 10 AM after a long ride from Bangalore. To Add to our misery we have got a stinky room of a under construction building. It was above the restaurant. AC was not working bathroom is stinking, room is small, it was impossible for to stand there.  2&gt; After a big complaint and few angry expressions of mine they agreed to shift us to a new room but after 2PM as the check in start at that time. Second room offered is also not good but definitely better than the prev one. And by that time we lost any expectation from this pitty resort and agreed to stay there. 3&gt; Lunch served here is ala-carte basis they say you can order anything any amount. But when we order our chosen items from the menu waiter simply with a smile said 4 out of 6 items are currently not available for order. Then we have left no choice then to accept what is available with them at that time. we went at around 1 PM for lunch.4&gt; If you look at Resort out look land capes its not a bad resort but it is so badly maintained you will never like anything. 5&gt; there is 2 swimming pools but only children pool is operational other pool they dont keep even a drop of water.6&gt; Here also country vacation guys will hunt you to trap you in another scheme. Never do a mistake of taking country vacation membership. we are regretting.7&gt; After this experience we didnt have guts to visit their spa center for which this resort is build.6&gt; Last but not the least there is not many places you will like to visit in kovalam. Dont expect even a 10% of enjoyment of what you can get in Goa.We ruined our holiday... it was not a holiday it were some terrible days.",1,April 2014
Expect not much,"We booked this property through RCI and were disappointed once we entered the room.To reach the property you have to drive through a lane where only one vehicle could pass. I am still wondering what they would do in case of emergency to get ambulance.The unit has a partial kitchen but no shops nearby to buy anything. The bathroom beams and ceiling need painting and hence present an ugly appearance. The tiled walls need cleaning and touch up. For an RCI resort, the bathroom is a bit small. The closet (the toilet) bowl needs to be changed to more modern and clean one.The housekeeping was too slow to respond to phone calls. The towels and pillow covers need to be replaced with better stuff.The prices mentioned in the room service menu were on the higher side.The plus point is the natural environment and the proximity to the Masjid Beach of Kovalam. This beach is behind the resort but one has to walk through some other property. The path is topsy turvy and can be tried only when there is sufficient sunlight.They have a travel department that organizes tours. The young at the reception were very cooperative and try to help you with all the information. The helpful staff made the stay tolerable.",3,March 2014
Ok Ok Resort,"I stayed in this resort in Sep 2013 (2N, 3D) during the Onam holidays. Overall the resort is OKAY.. not upto Country Club Standard. The reception ceiling itself was damaged and leaking. Its high time these are repaired as the first impression is the last impression. Beach is not nearby, there is muddy way to beach.. which is not the resort property.. so route is all dirty. Talking about the room - 611, we were told that we are given a Superior room, the room had a broken may be 10yrs old AC. It was running like a generator. Again leaking roof found in the room. Bathroom was okay but had cobweb and small bee hives in the AC went in the bathroom. Blanket torn, towels torn and old, threads coming out. I think its been ages somebody cleaned the rooms and did some renovation. The corridor too room smelled pathetic, walls had fungus and smelled bad. Room had a small fridge, the trays had rust on it. ROOM Rating: 1.5/5Facility: No entertainment in the resort. We were told there are two swimming pools and one was under maintenance, the other one was so dirty that anyone would hardly think of swimming. No maintenance at all. Photos showed they had TT table, when I checked the room was not setup and was under renovation. I read some comment from others as well that there was some renovation going on but how long?? No wifi in rooms, everything shown in site is lie. FACILITY Rating: 1/5Breakfast was okay the first day. Second days three items went missing (No Chicken, French toast etc) and didn't even got a chance to taste Baked beans. Breakfast timing is 730 AM to 10.30 AM, 9 AM baked beans over.. but no change in rate 200 Rs per person. Dinner - First day had only option of Buffet Dinner - 330 Per head, with only 1 Chicken, 1 Fish and 1 Egg dish. Kulcha was half cooked. The spread was not worth 330 Rs. Next day we thought of going for Ala carte, (Pls don't think of opting this one, turned out damn expensive and still hungry). Food quality 1 star but price was that of 5 Star. 2 Chapatti - 43 Rs, 3 Phulka - 43 Rs, 1 Paratha - 43 Rs, 1 Kerala Parota, no difference in rate. Malabar Fish Fry - King fish marinated in Malabar masala and shallow fried - We got fish deep fried with Besan covering, like Fish Pakoda. Ordered Chicken Fry, the masala on top was not cooked and was raw and sticky, I complained and had to argue with the guy in the restaurant and return it. He told that he will get it replaced without charge and give us Tawa fried fish, small pieces for Rs 427 was charged again, I gave up and I dint wanted to get into further argument. Food Rating: 0.5/5Housekeeping: We requested for change of bedsheets and towels as had our legs itching after using the blanket the first night. Towels torn, blankets torn. Housekeeping took 2 hrs to change but they were well behaved.Housekeeping Rating: 2.5/5Please carry your own entertainment stuff/ games etc or else you will be bored to death here.",2,September 2013
"Nice property, excellent location","the best thing about this resort is its location, just walk down to the back side of the resort and you can move into sea beach, if you love walking you can keep your pace and enter the local market nearby. If you take a cab you have to drive through many by lanes but if you walk by from behind its hardly a 1 mile distance, and a very pleasant walk.the hotel property was nicely kept, food was good.",4,August 2012
best resort in kerala,"i stayed for 2 nights, when i entere in to resort feel like some eco-resort nice ambiance, nice swimming pool, well maintained land scape.  excellent staff, so I thought "" this one is not like the other Country club hotels, it's good"",), the room was excellent!!!(Kudos team housekeeping) and their housekeeping services was prompt and delicate. Pick up from airport- excellent Reception - excellent Housekeeping- excellent Restaurant- pathetic Room service- pathetic As a leader a good boss leads by example by coming to work on time, doing the job well",5,July 2012
Kovalam Visit for Honeymoon.,"Recently I visited Kovalam(1st week of Feb.) for my honeymoon and stayed at Country Club Spa and Resort.The tour was gifted to me by me Elder sister who is a member of the country club group.Overall I had a good experience but definitely some important things were lacking which should be present at any good resort.My room was Superior Deluxe which didn't have a bath tub in the bathroom and the first disappontment was I had to ASK for the bucket and jug but they were expected to be already present in the bathroom.House keeping staff was punctual and regular, no doubt, but were inefficient as cleaning of room was very superficial and gross.AC was good but its remote was not working and setting of temp.was not possible so we had to run it at a preset temp. and this posed a problem because sometimes you need to change the temp.The food quality was good and room service was also good but the cost of certain food items were out of proportion.The most negative point I felt was its location.It is located in suc interiors that you cant go to the nearby market easily.Due to such location, you become totaly dependent on the resort's resturant.So you are cofined to eat what is available in the resturant or you have to go some 1.5 to 2 kms for the needful.Also the resort should have a small shop for general items of daily items.Overall average experience.",3,February 2013
Tim and maggie,"Just had 2weeks at country spa Kovalam. What a great vacation, staff were friendly and helpful and the resort overall was good. Beach 2minutes walk with great local beach restaurant but buy a flashlight, very cheap, you will need it. Would we go back? Yes had a fabulous time.",4,January 2013
The perfect one,"We stayed at Country Club, Kovalam in January 2013. The Resort is located very near to the sea beach (Just 2 minutes walk) We stayed at Duplex cottage for 5 nights and we found the place a great value. Rooms were neat, clean and hygienic and so were the washrooms. Swimming pool was always sparkling clean. Very nice buffet food. And surprise was the Spa with experienced staff.Dr. Sibi the resort manager is epitome of hospitality industry with vast knowledge and experience and helpful nature.They have a very helpful travel counter.",5,January 2013
C.R.Jayaprakash  Nice vacation,"We stayed one week on country vacation membership. Resort is small and nice. a stone throw distance from Asoka beach , well maintained, food package was very reasonable and with good menu. Rooms moderately good with sufficient amenities. travel desk is very helpful in arranging sight seeing .over all it was a nice stay in the resort.",4,January 2013
Value for money,"We stayed for 3 nights in the resort during December.The stay was plaesant ,room was clean and had good aesthetic furniture.Food was also moderately priced and good.The main attraction was that the secluded patch of Kovalam beach called Ashoka beach was only a stones throw from the backside of the resort and was least crowded unlike the main Howah beach in Kovalam.We used it like a private beach.The two swimming were well maintained and good.Most importantly we checked some other hotels and tariff in two hotels in Kovalam,the two other hotels with lesser facilities were charging almost double of what this hotel was charging us.@ 3000/night it was quite reasonable during the period.We recomend it as a good 3 star hotel in Kovalam",4,January 2013
STAY AWAY,"As a member of RCI for many years and having experienced RCI affiliated resorts in India and abroad, this one was such a let down. The location of the property was so poor and it started with absolutely no signages on the entire way from the airport and if we had not hired the car from the resort we would have had a hard time finding the same.The beach they say is 5 mins away. Yes that is true, if you want to reach the same you have to chance a broken ankle or something, such is the way to the beach with steep climb up and down and ZERO lights.The condition of the rooms was so poor and ill maintained with threadbare towels, rough, yellow and seemingly unwashed bed sheets. They were not even changed for the 4 days that we were there. The light fixtures and the furniture fitting which were borken were not even replaced. The staff has no concept of housekeeping and the same was done at 8pm in the night one day and that also on our returning from a whole day excursion.As for the restaurant we made a mistake of eating on day one, with uncleaned tables, unfilled food trays, no glasses for water unless reminded, cold food etc, etc. it was a bad experienceAll in all look for other options .............",1,December 2012
Pathetic!!,"The hotel/resort/crappy place from the very beginning was terrible.  As soon as you enter the place feels old and dirty and in need of a lot of maintenance.  There is absolutely no house keeping sense among the staff.  Housekeeping is done only after repetitive requests and then too the level of cleanliness is just not upto the mark.  The first day we had lunch at the place which absolutely a horrible experience right from the uncleared tables, dirty table clothes, empty trays of food, lack of serving spoons,etc etc.  Oh yes in addition to all this the road leading from the resort to the beach was so bad without any lights or any kind of directions.  Luckily we found a nice beach shack tucked in on the way to the beach which saved us atleast when it came to meals.  Overall it was a very bad experience especially after knowing that such a place is affiliated with RCI since the RCI resorts like club Mahindra are just a class apart.  Wouldn't recommend this place to anyone unless I want to torture the person.",1,December 2012
Romantic getaway,"My husband and I visited Country Spa Wellness Beach Resort, Kovalam from 17th to 20th August 2012. We had made reservations in advance and had requested for a beach facing room. As promised, we got a great view of the beach. The room had an old world charm about it, with wicker and old wood furniture. It just added to the ambience of the stay. The room was clean and all the necessary amenities were available. The resort is literally a stone's throw from the beach. So you can just go for a stroll as and when you please. We went for a swim in the pool at the resort. It was clean and well maintained. The food at the resort was decent. The staff at the reception desk is very friendly and helpful. When we inquired about ways to move around the place and places to visit, they were good enough to arrange for a cab or a rickshaw with a trustworthy driver to take us sight seeing and shopping. Unfortunately, I didn't have the time to visit the ayurveda centre. Overall, the stay was lovely and I'm looking forward to visiting again, this time for a longer stay so that I can really enjoy the resort.",4,August 2012
Not good experience,We stayed here for 2 nights here. Hotel rooms are old and not clean. Service is not good. Staff is very less and the can't manage multiple requests at time. Though check in time is 12 noon we reached there at 2 PM still they have not cleaned our rooms. There was one extra bed in my room and the take more than 1 hour to take away after my request. I have to call them 2 - 4 times to do it. We have to wait for 30 mins out side because room was not clean even it's 2 pm and we had advance booking for our room. I will not prefer this hotel for couples or family.,2,November 2012
A wellness centre it is not! I'd rather sleep in a tent!,"This was the worst place i have ever stayed in!  From the minute we arrived at the gates with their pealing paint, I thought things were not looking good.  We had been used to a week of being greeted by refreshing drinks, garlands and hot flannels.  Here we were greeted by a man who stared at us as he peered at our passports, it only got worse!  We were taken to our accomodation which had a musty smell as soon as we walked in, the bathroom was disgusting with mould in the grouting, nearly  everything was old battered and shabby, nothing was well maintained, the kitchen units as well as the bathroom needed pulling out and starting again! The fan looked as if it was about to fall off the cealing.  We asked to move and to be fair they did offer us two rooms in a different part, all be it with a view towards the sea which included a barbed wire fence around the property!.  This second property had a treck of many stairs to reach it, also there was a filthy door which I think lead into the retaurant kitchen!  We therefore declined the second offer and stuck with the first one purely because we were awaiting the arrival of a family member that evening, otherwise i would have been gone like a shot.  We then tried to settle in to accomodation no1, to discover there was dust on the floor including hair, we asked for someone to clean it, they sent a young lad with a big mop, no bucket to rinse with!  My husband asked that he used a dustpan and brush first, poor little fellow came back with a dustpan but no brush, he had to use his fingers to pick up the dirt!!  A little later to my absolute horror I discovered long black hairs aroud the outside of the toilet bowl   these did not belong to any member of my family!  Once again the same little lad was called to clean the place, he removed them and cleaned around with his bare hands and a cloth, no gloves to protect him, nothing, how disgusting.  Later we went to the restaurant, another filthy place where the tablecloths hadn't been changed, the furniture was grubby and I'm sorry to say the buffet food was dried up and unappealing, once again it scored on being the worst Indian meal.I had to sleep in that dirty place that night, I would have rather slept in a tent under the stars.Next day with the arrival of another member of our party we were moved again, this time into two cottages, this was marginally better, despite the cockroach on the floor, and to be absolutely fair the staff did their best to keep these cottages clean and provided us with clean bedsheets and towels daily for the rest of our stay. The staff also did their best to keep the cottages as clean as they could, we did return one evening to a broken window and they were going to move us again but with persuasion the problem was resolved.  The swimming area was OK but there was only one lounger.  This is a place that was perhaps very nice once, but it s terribly run down and needs a complete revamp to breathe new life into it.  I have no idea who owns it but it would appear he just doesn't care, or maybe the group timeshare owners don't have any money!!  If you are used to western or decent standards do not stay here.",1,September 2012
kerala tour package,hi i am minesh gheewala from ankleshwar i and my friends stay at country spa kovlam on 2 nd &amp; 3 rd june 2012 contry spa resort is very good location is very good food is exellance  food quality is very nice room service very good room is very good i enjoy every thing in country spa resort really exellance resort inlife one night stay at country spa kovlam,4,June 2012
pleasent stay,"This was over all comfortable stay at nice property which is very near to sea beach.Better negotiate for sea views rooms which are very few in this property but room condition ,service ,food is good.",4,October 2011
Feel calm & Wellness beside the magmanimity of roaring sea,"We have got the booking of this beautiful hotel throgh our Kerala-Lakshadweep tour operator M/s ITTO.The design &amp; lay out of the hotel which was situated very close to Ashoka beach was very attractive and mind boggling. The pool location and the cleanliness of the pool and its associated faciiities were marvellous. The girl/boy at the reception were aptly hospitable with a welcome smile in the face. The hotel boy who guided us to our room was very informative and sobre.The room originally allotted to us changed by the persons at the reception at our request to make us feel more comfortable. the room finally allotted to us was adequate space and fitting furnitures with pleasant colors. The neat &amp; cleanliness of the room was eye-catching. The space availability of restaurant  though small but the services provided was prompt  and delighting. The quality &amp; qualtity of food were very good, especially the desserts are really tantallising.We can not forget the evening we spent beside the swimming pool after the dinner with the calm and quietness of the surrounding.We were so enthralled with our stay at this hotel that we had to request our tour operator to book us for one more day stay there up on cancellation of our booking at some hotel at Allepey.",4,January 2011
A Nice Place at Kovalam,We truly enjoyed our annual holiday at Country Club Kovalam. It was really nice holiday considering that we were a large group and the resort manager and the entire staff made it a point to make us feel awesome. This resort is on the Kovalam beach area with sort of a private beach at the backyard. Rooms were very spacious with most of the facilities and the highlight of the resort is the Ayurvedic Spa. They have one of the best Spa facilities in the area and what we all enjoyed most was the ‘floating spa’ meant for Hydrotherapy. The swimming pool was large and clean. Food was good and over all ambiences is really nice.,4,February 2011
Worst food I ever had in the resort,"I stayed in this property in October, 2010. If you coming in the night then the way to the property looks like a haunted place, staff is not at all trained, they have kept management trainees at a cheap salary, who are just learning on the guest, don’t expect too much of courtesy from the staff in the property.The food is really not upto the mark, rooms are really small, if you get food from outside the resort charges Rs. 50/- just for the plates, as per them the profits comes out of food what guest eats.If you planning to go to any near super market, you have to walk for 1.5 km, the property doesn’t offer too much of indoor / outdoor activities for any age.My overall experience in the property was just average, my observation among other guest who were staying at the resort seems to be not happy with the resort and with the staff.",3,October 2010
"Feel good resort, Excellent stay","I and my wife stayed at this resort in August 2010 while on our honeymoon trip. It is located in the backyard of kovalam beach. Eventhough the route to reach this hotel is bit remote, this resort is quite awesome for stay and it includes all amenities like massage centre, swimming pool, indoor games etc., We had our breakfast as complimentary. The breakfast too, provided as buffet breakfast with varities like cornflakes, breads, poori etc., Food quality is very good. Dinner can also be provided in buffet. Buffet dinner per head costs 200 Rs (Non-Veg) / 150 Rs (Veg) + taxes. Lively atmosphere. Excellent service. Feel good atmosphere. The room provided to us is very compact with superb interiors. From the balcony, nice view of the sea shore can be seen. Totally excellent stay for us.",5,August 2010
Property needs renovation,"It looks like an old resort. Very poorly maintained. Rooms are in bad shape. Cracks are there on walls, furniture is broken, toilets are very small. Food is expensive. Ashoka Beach is nearby. Main beach(lighthouse beach) is 15 mins walking distance. Staff is nice, helpful &amp; courteous.",2,January 2019
Country Club Resort,"Old Property, Requires fresh painting and repair work, The Bath rooms are small, Geysers are of small capacity, hot water gets over quickly, requires change in bed lenin and towels, improved toiletry is also required.Good staff, helpful staff, accommodates customer requests",3,March 2017
Good location and service,We enjoyed our stay at country club Kovalam.. service was really good.. very friendly and helping staff made our stay very comfortable..Will recommend this place..The restaurant has all type of cuisines and taste is also good..,5,February 2017
Dont go by its approach road....its just ok,"Overall experience was ok, not bad. Food is good and reasonable rates. Room sizes are ok but toilets are cramped up, however overall maint and service was good. Approach to the resort is through a very narrow lane. Beach is nearby but again approach to beach is bad and track is not maintained.",3,November 2016
Serene - Calm - BlissFul,"This place is Near the Kovalam Beach and Spread over a huge area...there are good trees, garden pathways to lead through the entire resort and well maintained swimming pools as well as friendly staff. Would recommend this place for those wanting to take a break from regular routine and spend some time with nature.",4,April 2016
Mr Sru,"Property is good and well maintained. It's good in all aspects like staff behaviour, information sharing etc. But, I felt it is little interior. Although behind ashoka beach, the road to go to resort in the night is not recommended. From kovalam main road route, its interior like 1 km(auto will charge 80rs , that option is anyway available). Overall its very good one considering all facilities.",4,February 2016
Totaly good experience,"Its a very good property in peaceful place and i have totally enjoyed my stay over there,and staffs are very cooperative and friendly they are always ready to help you and guide you,i really enjoyed the stay next summer also am planning to come there for Ayurveda treatment",5,March 2016
good hotel & location,"Room was good and staffs are very nice,Ayurvedic spa with fair rates is the main attraction.we have enjoyed the stay and auto and taxi available at any time and front office staff is ready help always",4,March 2016
Bad place to stay for non members,"We were two families that stayed here for 3 nights. Our package included breakfast but no other meals. The first shocker that we got was that for people who had not paid in advance for meals could not get food in the hotel at all. This didn't sound nice at all as the location of the resort is also a problem. Walking out at night with family in the dark outside the hotel did not look nice at all. The breakfast options were very limited and mostly the food was already cold by the time it was put on the table. They had some issue with the restaurant for few days and therefore the food was served in a make shift place in a dry pool (that may have been in use earlier). The staff was quick to say ""Sorry but we can't help you"" for most things that we asked.  The good things: - The cottage was nice with an alternate room attached with the bedroom- One can walk down to the beach (during the day) if required- we discovered two small but nice restaurants near by that offer good food",3,December 2015
Absolutely pathetic resort with lot of things to hate !,My views: 1. No sign boards to reach this place. 2. Worst food and its services3. Rooms are at its worst. No proper room service. Never book it. Lot of things mentioned in the resort will either be not available or would be under renovation. Even the WiFi is not available ! This place is not even worth half the price they are offering.,1,December 2015
Poor spa and badness resort in the world...!!!,"I m very shocking while I m staying with my family at 16th and 17th December 2015. They upload  photos are good in travel website but after facing all things are different. Low maintained property. Swimming pool are in the dirty condition. Rooms are bad, Air condition is loudly high...it is like a fan. Rooms service are very poor. No response while we call about issues.          Restaurant having only 2 staff members. They take your order and they served the food. Restaurant manager behavior are very bad....non co-operative nature...he is very akdu having dadagiri with customers. TV and TV remotes are in the damage condition. Bath towels are dirty conditions. All furniture are in damage condition.        I think very bad experience in my life after staying in this poor hotel...!!!!",1,December 2015
Good and neete the rooms are small,"Rooms are small But neat bout no activities for kids its only for staying accommodations only restaurant is good bout bit expensive staffs are good, very close to Ashoka and leala beach vocable No free axes from amine road",3,December 2015
USELESS STAFFS & UTTER WASTE ROOM & HOSPITALITY,"I booked through makemytrip and checked in on 11th of December 2015.The worst and terrible experience ever.Staff are very rude. Dont even have a courtesey towards customers. Just like attittute showing "" If you want, stay and GO... This is all we can do""Rooms are terrible... no maintenance,.... walls, door locks are broken. we took 5 rooms, and condition of all rooms are same... Television not working in rooms. AC not working proprerly. Not even a bottle of water is kept in the room.When we checkd in, two rooms, bathrooms were not clean... coachroaches inside room and bathrooms, Asked to clean it,, housekeeping came but no use... they are telling it can be done only like this... Ordered food for dinner... Worst food I have ever had..... Swimming pool, If we see it we dont even go near it. Full of dirt and chlorine ... Water is full misty......Long way to walk to beach and the way to the beach is in between heavy bushes.....even get afraid to go through....OVERALL... The worst resort I had ever stayed in my LIFE..... Please dont prefer this even for low budget stay.....",1,December 2015
Very Nice Resort & Staff,Obviously am not expecting any 5 star facilities from a 3 star hotel but for the money you are spending its a excellent resort and restaurant food is good and its nice to enjoy rain view from the rooms,5,December 2015
"Nice Property but needs maintenance, Relaxing Stay","The location of this resort is very nice on Ashoka beach.Resort is well connected to Ashoka beach and nearby beached Kovalam beach, Hawa Beach and Light House beach. Always prefer Top floor rooms on building 4 and 5 from where you see Ashoka beach clearly and in the night can hear the sound of sea waves.We visited in the starting of Aug'15 and rooms are under maintenance. There is smell of seepage in the room. On daily basis rooms required cleaning and air freshener.I have membership of Country Clubs but I am not very happy with this visit. Rooms must have good aroma so guest stay in clean and fresh environment.The staff is very nice as this is in Kerala and Kerala people are very nice and gentle.In the month of August, go to Kovalam beach for superb Sunset view. If you are lucky and there is no cloud, you will get the awesome view of sunset equivalent to Kanyakumari.",4,August 2015
Enjoyed my stay..,Pros: Has a backdoor exit to beach (total 5 mins walk).Breakfast is good.Rooms are clean and spacious.Has a free Wifi Zone.Cons:The road connecting to the hotel is very narrow.No Shops or ggood restraunts nearby.,4,November 2013
"Good property, very poor Maintenance","Had to ask for basic things when checked in and then gave up after making 3 calls for each one of them. Bathroom not clean, no Fridge, tea kettle, cutlery , AC remote not working. Slow service in the restaurant, leaking roof, battered furniture. No WiFi in the rooms. Namesake path to the beach from the back and difficult road from the front. Auto charges Rs 100 to come back from the popular Lighthouse beach after dinner where we had walked down to. Recreation room and pool seem to be under maintenance for long time.",2,October 2013
Location is nice,"Location and interior of rooms and restaurant are nice. Service of food and hotel are bad. Quality of food is bad. Resort is nice with swimming pool. Beaches are well and nice to visit in Kovalam.We booked ""Beach View Superior"" rooms but waste. Hotel is far from beach so can't see beach properly.",3,March 2013
SO SO Experience,"i stayed for 2 nights, when i entere in to resort feel like some eco-resort nice ambiance, nice swimming pool, well maintained land scape. but compare to landscape room are not so good as they required some more maintanance and proper services. as this located on Ashok Beach for which one has cross mountanious kachha road as this is mostly for kovallam beach hotels but this road can be maintain and need some modification by property owner. Except breakfast food is not so good with very less quantity.",3,March 2013
Pathetic Service,"I visited this property towards end of feb when it was already quite hot and weather was pretty humid as well. Overall seemed to me like a budget hotel and worst experience here was the restaurant service. We went for dinner at 10.15pm and by 10.30pm the A/c shut automatically! The manager very casually said it was a usual practice and also few of the items in the food had finished by then and they refused to serve anymore of the same... Just manage with the leftovers... Pretty bad experience and definitely wont visit myself, recommend the same to others reading this as well.",3,February 2013
waste of money and time.,"the beach is 100 mtr from hotel cant go after dark,  restaurent services not good staff is also not helpful.. Spa services are not full of committment.  no restaurent is nearby have to go by car only or manage with inside restaurent only.rooms are good and spacious. Swimming pool is fine. After evening cant go for evening walk or for roam around its dark all over. One shold go for anyother resort. Sta",2,January 2013
None friendly for senior citizen,"Staff at Country Spa Wellness Beach Resort are helpful and friendly, we stayed in 2weeks but    Wi Fi in the rooms never worked even after reporting. Otherwise place is well maintained, located near the beach. Rooms are spacious but the double bed in the room was very low for senior citizen to get in and out of bed. The resort is very pleasant surrounded by lot of coconut trees.",3,January 2013
only rooms are good,only rooms are good..... but service and food is very bad.... specially room service is most poor....location is average... overall average experience....spa is very good... i hd graet experience of spa in country spa....,3,November 2012
A good place to relax,Our this stay of the family tour was probably the best in the trip. The property is well maintained. Nicely located on seaside hill top. Rooms are spacious. Spa is really relaxing and swimming pools separately for adults and kids also provide good relaxation. They also have indoor sports area with plenty of options to play.,5,May 2012
